anios	trabajo	estado	contacto	mes	dia	cambios	problemas	cantidad
32	teacher	married	telephone	nov	thu	111	8	5017.5
49	services	married	cellular	may	mon	165	1	5099.1
48	independent	divorced	cellular	nov	mon	82	1	5195.8
38	technician	married	cellular	nov	thu	82	1	5195.8
30	teacher	married	cellular	jul	mon	149	3	5228.1
30	services	married	cellular	may	mon	66	3	5099.1
45	teacher	married	cellular	apr	fri	666	3	5099.1
48	technician	married	telephone	may	mon	207	2	5191
43	administrator	married	cellular	jul	mon	231	2	5228.1
60	retired	married	cellular	aug	wed	707	3	5228.1
46	management	married	cellular	may	mon	966	1	5099.1
59	teacher	married	cellular	jul	mon	106	10	5228.1
39	teacher	married	telephone	may	thu	332	1	5191
30	teacher	single	cellular	jul	tue	186	6	5228.1
48	technician	married	cellular	oct	thu	288	3	5017.5
52	technician	married	cellular	may	thu	211	1	5008.7
72	retired	married	cellular	sep	wed	1	1	4963.6
57	teacher	married	cellular	may	tue	674	2	5099.1
40	administrator	single	telephone	may	wed	261	6	5191
51	teacher	married	cellular	jul	wed	105	2	5228.1
36	technician	married	cellular	apr	fri	239	2	5099.1
31	entrepreneur	single	telephone	may	fri	341	1	5191
26	teacher	married	telephone	jun	mon	123	2	5228.1
36	administrator	married	telephone	jun	tue	129	1	5228.1
51	teacher	married	cellular	nov	tue	103	1	5195.8
38	administrator	married	telephone	nov	wed	125	1	5195.8
33	technician	single	cellular	may	mon	340	1	5099.1
37	teacher	married	telephone	may	tue	318	1	5191
50	technician	single	telephone	apr	fri	634	1	5008.7
49	services	divorced	telephone	jun	thu	138	2	5228.1
56	administrator	married	cellular	aug	thu	102	1	5228.1
38	teacher	married	cellular	apr	tue	239	1	5099.1
30	entrepreneur	divorced	cellular	may	thu	422	3	5099.1
41	technician	divorced	cellular	aug	thu	100	2	5228.1
33	technician	single	cellular	aug	tue	80	3	5228.1
37	technician	single	telephone	may	thu	237	1	5191
36	teacher	married	cellular	nov	tue	99	1	5195.8
31	unemployed	single	cellular	aug	tue	77	2	5228.1
41	administrator	married	cellular	jul	tue	826	1	5076.2
28	independent	married	cellular	may	fri	1111	5	5099.1
44	technician	married	cellular	may	thu	292	3	5099.1
32	technician	single	cellular	aug	wed	158	5	5228.1
30	technician	married	telephone	may	tue	169	4	5191
31	teacher	divorced	cellular	may	wed	156	1	5099.1
47	retired	married	telephone	may	wed	441	2	5191
42	technician	single	cellular	may	wed	531	2	5099.1
43	unemployed	divorced	cellular	jul	tue	187	2	5228.1
36	technician	married	telephone	may	mon	162	1	5191
53	technician	married	cellular	aug	thu	100	1	5076.2
35	technician	single	cellular	jul	wed	294	1	5228.1
56	technician	divorced	cellular	jul	thu	384	3	5228.1
36	administrator	married	telephone	may	fri	147	14	5191
25	administrator	single	cellular	jul	wed	55	2	5228.1
41	technician	married	telephone	jun	tue	153	4	5228.1
25	services	single	telephone	jun	wed	297	3	5228.1
36	administrator	single	cellular	mar	thu	231	1	5008.7
40	retired	single	cellular	apr	mon	166	4	5099.1
30	technician	married	cellular	mar	tue	105	1	5008.7
39	technician	married	telephone	jun	wed	401	1	5228.1
40	administrator	single	telephone	jun	fri	36	4	5228.1
31	technician	married	telephone	aug	thu	128	3	5228.1
44	management	married	cellular	may	tue	296	1	5099.1
47	management	divorced	cellular	nov	mon	131	2	5195.8
47	management	married	telephone	may	fri	463	2	5191
48	teacher	single	cellular	apr	tue	85	1	5099.1
27	services	single	telephone	may	fri	274	2	5191
43	management	married	cellular	may	wed	192	1	5099.1
34	management	married	cellular	nov	thu	140	2	5195.8
29	services	married	cellular	may	thu	1051	2	5099.1
43	teacher	married	telephone	may	fri	217	1	5191
27	administrator	single	cellular	apr	thu	193	1	5099.1
62	teacher	married	cellular	nov	mon	152	1	5017.5
51	independent	married	cellular	nov	mon	189	1	5195.8
32	administrator	married	cellular	nov	thu	90	2	5195.8
28	administrator	single	telephone	may	mon	267	1	5191
29	administrator	single	cellular	aug	fri	97	1	5228.1
40	technician	married	telephone	oct	tue	10	1	4963.6
35	teacher	divorced	cellular	jul	tue	658	1	5228.1
36	independent	single	cellular	jun	mon	458	1	4991.6
53	teacher	married	cellular	jul	thu	79	1	5228.1
43	technician	single	cellular	nov	fri	122	5	5017.5
31	services	single	telephone	may	fri	1044	5	5191
37	management	single	cellular	jul	tue	188	3	5228.1
28	unemployed	married	telephone	may	tue	155	2	5099.1
26	services	single	telephone	may	fri	536	2	5191
45	teacher	married	telephone	may	thu	322	11	5191
28	administrator	married	cellular	may	thu	430	4	5099.1
31	administrator	married	cellular	nov	thu	282	1	5195.8
51	technician	married	cellular	may	mon	170	6	5099.1
30	administrator	single	cellular	jun	thu	246	1	5076.2
28	teacher	married	telephone	may	tue	312	2	5191
30	services	single	cellular	may	mon	700	3	5099.1
41	teacher	divorced	cellular	jul	tue	242	7	5228.1
40	administrator	married	telephone	nov	mon	16	1	5195.8
55	services	married	cellular	aug	wed	341	3	5228.1
38	services	married	telephone	jun	thu	305	5	5228.1
30	administrator	married	cellular	jul	wed	397	6	5228.1
36	technician	married	cellular	may	wed	731	1	5099.1
28	administrator	single	cellular	mar	thu	370	1	5008.7
28	administrator	married	telephone	may	fri	236	2	5191
53	administrator	divorced	telephone	jun	fri	1330	3	5228.1
37	entrepreneur	married	cellular	nov	tue	543	1	5195.8
39	services	married	cellular	jul	thu	68	2	5228.1
29	management	married	cellular	nov	wed	138	1	5195.8
58	management	married	telephone	jul	tue	55	1	5228.1
45	technician	single	cellular	nov	fri	201	1	5195.8
28	unemployed	married	cellular	may	fri	349	1	5099.1
29	administrator	single	telephone	jun	fri	433	4	5228.1
32	administrator	single	cellular	mar	tue	81	1	5099.1
44	independent	divorced	telephone	jun	mon	123	1	5228.1
31	technician	single	cellular	aug	wed	559	3	5228.1
47	administrator	single	cellular	jun	wed	78	1	5076.2
35	administrator	single	telephone	may	tue	339	4	5099.1
29	services	single	cellular	aug	thu	99	3	5228.1
37	administrator	single	telephone	jun	mon	540	1	5228.1
32	services	married	cellular	may	tue	79	1	5099.1
40	entrepreneur	divorced	telephone	jun	mon	146	3	5228.1
35	services	single	telephone	mar	tue	187	3	5008.7
42	teacher	married	telephone	jun	wed	138	1	5228.1
28	administrator	single	cellular	may	fri	50	2	5099.1
46	entrepreneur	married	telephone	may	mon	105	11	5191
26	administrator	single	cellular	may	thu	661	1	5099.1
49	technician	married	cellular	may	thu	188	1	5008.7
41	technician	married	cellular	aug	tue	27	3	5228.1
43	teacher	married	cellular	nov	wed	239	1	5195.8
43	administrator	married	telephone	may	tue	157	2	5191
59	retired	married	telephone	may	mon	107	2	5191
21	student	single	cellular	may	fri	885	3	5099.1
57	technician	divorced	telephone	jun	tue	237	2	5228.1
50	teacher	married	cellular	aug	wed	153	2	5228.1
34	administrator	single	cellular	aug	wed	1038	1	5228.1
24	administrator	single	cellular	jul	mon	171	2	5228.1
45	housemaid	divorced	telephone	may	tue	834	6	5191
35	services	single	telephone	may	fri	473	2	5099.1
27	management	single	cellular	may	mon	52	4	5099.1
40	technician	married	cellular	nov	wed	147	1	5195.8
33	services	married	cellular	jul	wed	192	3	5228.1
46	entrepreneur	married	telephone	may	mon	241	2	5191
35	administrator	married	telephone	may	tue	297	1	5191
35	administrator	divorced	cellular	nov	fri	102	1	5195.8
42	services	divorced	telephone	jun	thu	111	2	5228.1
51	technician	married	cellular	nov	fri	229	2	5195.8
36	teacher	married	cellular	jul	mon	80	3	5228.1
37	management	single	cellular	may	tue	42	1	5099.1
44	management	single	cellular	may	mon	504	1	5099.1
34	housemaid	divorced	telephone	may	fri	553	3	5191
57	teacher	married	telephone	may	thu	154	1	5191
43	teacher	married	cellular	may	tue	1182	1	5099.1
30	administrator	single	cellular	jul	mon	101	3	5228.1
35	technician	single	cellular	jun	mon	516	1	4991.6
38	housemaid	married	telephone	may	fri	153	4	5191
37	administrator	single	cellular	jul	tue	316	2	5228.1
43	unknown	married	telephone	may	thu	367	2	5191
45	entrepreneur	married	cellular	jun	fri	247	3	5076.2
31	technician	single	cellular	may	wed	37	1	5099.1
21	teacher	married	cellular	jul	wed	281	1	5228.1
43	services	married	telephone	may	tue	614	2	5191
37	entrepreneur	divorced	cellular	jul	wed	224	1	5228.1
35	unknown	single	telephone	may	mon	374	6	5191
54	teacher	married	cellular	aug	tue	439	3	5228.1
31	services	married	cellular	jul	thu	205	1	5228.1
43	administrator	married	cellular	aug	tue	101	1	5228.1
34	technician	married	cellular	jul	thu	11	3	5228.1
35	technician	married	cellular	sep	thu	62	3	5017.5
24	student	single	cellular	may	wed	329	1	5008.7
42	technician	single	telephone	may	wed	617	1	5191
51	teacher	divorced	telephone	jun	wed	220	1	5228.1
45	teacher	married	cellular	aug	thu	425	2	5228.1
26	administrator	married	cellular	oct	mon	126	1	5017.5
44	administrator	married	telephone	jul	wed	100	3	5228.1
34	administrator	divorced	cellular	aug	wed	105	1	5228.1
38	administrator	single	cellular	may	thu	219	2	5099.1
41	services	married	telephone	may	mon	139	1	5191
51	administrator	married	cellular	aug	tue	507	2	5228.1
45	teacher	married	cellular	aug	thu	90	3	5228.1
40	services	married	telephone	may	mon	199	3	5191
58	retired	married	cellular	aug	mon	454	2	5228.1
44	technician	married	cellular	may	thu	292	3	5099.1
34	management	single	cellular	may	fri	261	2	5099.1
44	teacher	married	cellular	jul	mon	369	1	5228.1
41	administrator	single	telephone	may	wed	349	2	5191
41	administrator	married	cellular	aug	fri	106	3	5228.1
43	teacher	single	telephone	may	wed	339	3	5191
47	teacher	single	cellular	may	fri	87	2	5099.1
53	teacher	married	telephone	may	thu	418	1	5191
48	unemployed	married	telephone	nov	fri	83	2	5195.8
39	teacher	married	telephone	may	tue	358	2	5191
39	entrepreneur	married	cellular	sep	tue	106	4	5017.5
22	student	single	cellular	mar	fri	84	1	5008.7
58	retired	married	telephone	may	mon	101	2	5099.1
52	technician	married	telephone	may	tue	62	1	5191
53	housemaid	divorced	telephone	may	fri	422	9	5191
32	administrator	married	telephone	jul	wed	166	2	5228.1
55	services	divorced	telephone	apr	wed	164	23	5099.1
29	administrator	single	cellular	may	mon	226	1	5099.1
43	technician	married	cellular	aug	tue	471	4	5228.1
43	teacher	married	telephone	may	tue	155	1	5191
46	services	divorced	cellular	may	wed	96	2	5099.1
54	teacher	single	cellular	jul	mon	111	2	5228.1
38	housemaid	married	cellular	aug	thu	256	3	5228.1
46	services	married	cellular	jul	wed	149	10	5228.1
39	management	married	telephone	jun	fri	38	3	5228.1
50	teacher	married	cellular	jul	mon	611	2	5228.1
27	technician	single	cellular	may	wed	102	2	5099.1
39	administrator	single	cellular	jul	mon	333	3	5228.1
25	services	single	telephone	jul	wed	350	2	5228.1
32	teacher	married	telephone	may	fri	44	4	5099.1
52	services	married	cellular	may	fri	121	1	5099.1
46	technician	divorced	cellular	jul	tue	199	8	5228.1
28	teacher	married	telephone	may	thu	262	1	5191
32	technician	single	telephone	nov	thu	47	1	5195.8
37	management	married	cellular	may	thu	195	1	5099.1
41	teacher	married	cellular	may	wed	17	3	5099.1
43	teacher	married	telephone	may	wed	227	1	5191
56	unemployed	divorced	cellular	oct	fri	363	2	4963.6
47	management	married	telephone	jun	thu	216	1	5228.1
50	teacher	married	telephone	may	fri	106	3	5191
30	teacher	single	cellular	aug	wed	293	1	4991.6
40	administrator	divorced	cellular	aug	tue	1200	2	5228.1
56	administrator	married	cellular	aug	fri	157	4	5228.1
40	administrator	married	cellular	aug	tue	435	3	5228.1
31	housemaid	married	telephone	jun	tue	680	2	5228.1
46	administrator	married	telephone	may	tue	268	2	5191
32	unknown	unknown	telephone	jun	thu	36	7	5228.1
36	services	divorced	cellular	may	fri	67	4	5099.1
29	management	single	cellular	nov	wed	89	1	5195.8
34	technician	married	telephone	may	tue	174	4	5191
40	housemaid	single	telephone	jun	fri	253	2	5228.1
36	entrepreneur	married	telephone	nov	mon	104	1	5195.8
45	services	married	cellular	may	tue	58	1	5099.1
30	services	single	cellular	may	mon	213	2	5099.1
35	entrepreneur	married	telephone	may	fri	178	2	5191
37	management	married	telephone	may	fri	66	1	5191
60	services	married	telephone	may	thu	154	1	5191
82	retired	single	cellular	oct	thu	185	2	5017.5
36	administrator	single	cellular	jul	thu	67	6	5228.1
42	services	married	cellular	nov	thu	324	7	5195.8
56	technician	married	telephone	may	tue	272	1	5191
33	administrator	single	cellular	may	mon	305	2	5099.1
31	teacher	married	cellular	jul	wed	520	1	5228.1
32	administrator	single	telephone	may	wed	175	2	5191
34	independent	married	cellular	nov	wed	126	2	5195.8
27	administrator	married	cellular	may	thu	151	4	5099.1
42	teacher	married	cellular	apr	mon	360	1	5099.1
33	teacher	married	telephone	may	tue	159	2	5191
28	technician	married	cellular	may	wed	23	1	5099.1
57	retired	married	cellular	jul	mon	322	11	5228.1
50	administrator	married	cellular	aug	tue	178	1	5228.1
59	retired	married	telephone	may	wed	560	9	5191
25	teacher	married	cellular	jul	thu	157	1	5228.1
32	technician	married	cellular	oct	wed	275	2	4963.6
51	administrator	divorced	telephone	may	mon	135	1	5191
39	technician	married	telephone	may	wed	575	2	5191
31	teacher	single	cellular	jul	mon	42	6	5228.1
26	administrator	single	cellular	may	mon	76	2	5099.1
37	teacher	divorced	cellular	jul	tue	107	2	5228.1
31	technician	married	cellular	nov	tue	104	1	5195.8
41	technician	single	telephone	may	fri	139	2	5191
46	management	married	cellular	aug	wed	1456	3	5228.1
42	administrator	single	cellular	jun	mon	570	3	5076.2
46	technician	married	telephone	may	fri	81	3	5191
39	teacher	single	cellular	may	mon	583	2	5099.1
34	administrator	single	cellular	nov	fri	139	6	5195.8
46	teacher	married	telephone	may	thu	431	2	5191
36	teacher	single	cellular	jul	wed	423	1	5228.1
28	teacher	married	telephone	jun	wed	1060	5	5228.1
24	administrator	single	cellular	jul	mon	452	1	4991.6
48	services	married	cellular	aug	fri	131	1	5228.1
39	administrator	single	cellular	nov	fri	195	1	5195.8
50	teacher	married	cellular	apr	thu	339	1	5099.1
32	technician	divorced	cellular	aug	tue	301	10	5228.1
56	retired	divorced	telephone	jul	fri	9	1	4991.6
49	management	married	cellular	apr	wed	1214	1	5099.1
57	retired	married	cellular	jul	mon	377	2	5228.1
30	administrator	single	cellular	jul	fri	72	2	5228.1
29	management	single	telephone	jun	tue	342	2	5228.1
33	unemployed	married	cellular	may	mon	1008	1	5099.1
51	teacher	married	cellular	aug	tue	107	1	5228.1
43	administrator	single	cellular	aug	wed	126	5	5228.1
57	administrator	married	cellular	jul	tue	325	1	5228.1
28	technician	married	cellular	may	wed	10	5	5099.1
28	teacher	single	cellular	jul	thu	25	1	5228.1
36	administrator	married	cellular	jul	wed	153	2	5228.1
34	technician	married	cellular	may	thu	703	4	5099.1
36	administrator	married	cellular	aug	fri	56	1	5228.1
34	administrator	single	cellular	jul	tue	61	4	5228.1
32	services	married	cellular	nov	wed	44	4	5195.8
48	unemployed	married	telephone	jun	fri	334	1	5228.1
41	technician	single	telephone	jun	mon	178	4	5228.1
50	housemaid	married	cellular	aug	mon	343	1	5228.1
36	administrator	single	cellular	oct	wed	113	1	5017.5
29	technician	single	cellular	aug	fri	202	1	5228.1
42	management	married	cellular	may	mon	306	2	5099.1
42	technician	married	cellular	nov	mon	103	2	5195.8
53	administrator	married	cellular	may	wed	674	1	5099.1
34	teacher	married	cellular	may	thu	263	1	5099.1
35	services	married	cellular	may	mon	592	1	5099.1
37	administrator	single	telephone	jun	tue	159	3	5228.1
39	teacher	married	telephone	may	wed	228	9	5191
37	administrator	married	telephone	jun	tue	198	6	5228.1
37	management	married	cellular	apr	mon	198	1	5099.1
45	teacher	married	telephone	apr	mon	169	1	5099.1
26	housemaid	married	cellular	jul	thu	1151	1	5228.1
41	teacher	married	cellular	may	tue	1240	1	5099.1
80	retired	married	cellular	oct	tue	242	1	5017.5
26	unemployed	single	cellular	apr	thu	618	1	5008.7
27	administrator	married	cellular	may	thu	244	1	5099.1
29	services	married	telephone	may	thu	558	6	5191
44	teacher	married	cellular	aug	tue	67	4	5228.1
32	technician	single	cellular	oct	tue	96	1	5017.5
50	administrator	married	telephone	may	tue	412	2	5191
32	administrator	single	cellular	oct	fri	147	2	5017.5
40	teacher	married	cellular	apr	mon	687	1	5099.1
53	management	married	cellular	jul	fri	333	2	5228.1
48	administrator	single	cellular	nov	wed	105	1	5195.8
21	student	single	cellular	apr	mon	110	3	5099.1
33	administrator	single	cellular	aug	wed	159	1	5228.1
57	management	married	telephone	may	thu	278	4	5191
47	services	married	cellular	aug	thu	282	2	5228.1
31	technician	single	cellular	aug	thu	360	3	5228.1
43	technician	married	telephone	jun	thu	246	2	5228.1
36	technician	married	telephone	may	mon	277	3	5191
42	administrator	married	telephone	may	fri	137	1	5191
42	teacher	married	cellular	jul	wed	53	10	5228.1
49	management	married	cellular	nov	wed	139	2	5195.8
39	administrator	married	cellular	aug	thu	200	1	5076.2
44	administrator	married	telephone	jun	wed	25	1	5228.1
28	administrator	single	telephone	may	thu	376	2	5191
29	administrator	single	telephone	may	fri	98	1	5191
30	management	single	telephone	may	wed	231	2	5191
36	teacher	single	telephone	may	thu	333	3	5191
39	administrator	single	cellular	mar	tue	119	5	5099.1
43	administrator	married	telephone	may	tue	315	2	5191
36	teacher	married	telephone	jun	thu	614	2	5228.1
32	administrator	single	cellular	apr	mon	237	2	5099.1
36	management	married	telephone	jun	mon	221	7	5228.1
40	administrator	divorced	cellular	jul	tue	56	3	5228.1
32	teacher	married	cellular	may	mon	29	3	5099.1
42	teacher	divorced	cellular	nov	thu	14	6	5195.8
30	independent	single	cellular	aug	tue	176	2	5228.1
32	administrator	single	cellular	jul	thu	98	3	5228.1
53	teacher	married	cellular	apr	mon	354	1	5099.1
47	administrator	divorced	telephone	may	tue	196	1	5191
47	administrator	married	cellular	jul	mon	135	3	5228.1
42	administrator	divorced	telephone	jul	thu	46	17	5228.1
51	unemployed	married	cellular	jun	thu	79	1	5076.2
31	administrator	single	cellular	aug	tue	82	3	5228.1
31	services	married	cellular	jul	tue	135	1	5228.1
45	teacher	married	telephone	jun	wed	230	13	5228.1
51	administrator	married	cellular	nov	tue	110	5	5195.8
29	teacher	single	telephone	jun	fri	139	1	5228.1
33	administrator	married	cellular	aug	wed	321	2	5076.2
38	administrator	married	telephone	jun	fri	52	13	5228.1
29	services	single	cellular	may	wed	272	2	5099.1
49	technician	married	telephone	jun	thu	77	1	5228.1
50	unemployed	married	telephone	jun	wed	373	2	5228.1
37	teacher	single	telephone	may	wed	119	3	5191
51	teacher	married	cellular	jul	fri	147	1	5228.1
30	technician	single	cellular	aug	tue	129	2	5228.1
42	teacher	divorced	cellular	nov	mon	151	3	5195.8
40	management	married	cellular	nov	fri	234	5	5195.8
42	services	married	telephone	may	tue	226	2	5191
59	retired	married	cellular	jul	wed	87	16	5228.1
47	management	single	cellular	jul	mon	106	2	5228.1
44	teacher	married	cellular	aug	thu	283	3	5228.1
29	administrator	single	cellular	apr	wed	513	1	5099.1
45	technician	married	cellular	may	thu	183	1	5099.1
52	teacher	married	cellular	apr	wed	315	1	5099.1
27	management	single	telephone	jun	wed	155	2	5228.1
54	technician	married	cellular	jul	thu	823	1	5228.1
41	unemployed	divorced	telephone	jun	tue	175	1	5228.1
32	technician	single	cellular	apr	mon	62	1	5099.1
37	management	divorced	telephone	may	mon	63	3	5191
44	teacher	married	cellular	aug	tue	177	5	5228.1
43	unemployed	married	telephone	may	wed	585	3	5191
42	administrator	single	telephone	may	tue	339	3	5191
38	teacher	married	telephone	may	tue	276	2	5191
44	teacher	married	telephone	may	mon	94	2	5191
52	services	married	cellular	may	fri	38	2	5099.1
34	services	married	telephone	may	mon	221	2	5191
56	independent	married	telephone	may	wed	222	1	5191
48	technician	married	cellular	aug	fri	209	1	5228.1
32	technician	married	cellular	apr	mon	688	2	5008.7
41	teacher	married	cellular	may	tue	243	1	5099.1
29	teacher	married	telephone	nov	thu	72	3	5195.8
54	technician	married	telephone	may	tue	120	2	5191
22	administrator	single	cellular	may	fri	34	10	5099.1
35	teacher	married	telephone	may	tue	6	2	5191
32	administrator	single	cellular	aug	thu	217	2	5228.1
44	teacher	married	telephone	may	tue	272	2	5191
31	teacher	married	telephone	may	mon	159	3	5191
37	management	married	cellular	jul	mon	292	8	5228.1
29	administrator	married	cellular	nov	thu	143	1	5195.8
36	teacher	single	telephone	may	thu	104	1	5191
54	administrator	divorced	cellular	aug	thu	415	2	5228.1
30	independent	single	cellular	nov	thu	88	1	5195.8
29	administrator	single	cellular	aug	mon	162	2	5228.1
24	student	single	telephone	may	thu	25	8	5099.1
31	technician	single	cellular	aug	mon	370	2	5228.1
41	management	married	telephone	may	fri	172	4	5191
41	housemaid	divorced	cellular	nov	wed	105	2	5195.8
55	retired	married	cellular	aug	tue	37	5	5228.1
29	technician	single	cellular	may	mon	214	1	5099.1
34	services	single	telephone	jul	tue	112	1	5228.1
49	technician	divorced	cellular	jul	mon	253	3	4991.6
36	management	married	cellular	may	mon	110	4	5099.1
48	entrepreneur	married	telephone	jul	wed	42	1	5228.1
39	technician	divorced	cellular	aug	tue	41	7	5228.1
50	administrator	married	cellular	nov	mon	176	1	5017.5
37	teacher	married	telephone	may	thu	112	3	5191
39	administrator	married	cellular	nov	mon	44	1	5195.8
41	unemployed	married	cellular	apr	mon	272	1	5099.1
29	independent	married	cellular	mar	wed	60	3	5099.1
41	management	married	cellular	nov	mon	49	1	5195.8
26	unemployed	single	telephone	jul	tue	173	1	5228.1
38	unknown	married	telephone	may	mon	240	1	5191
42	management	married	cellular	may	fri	95	1	5099.1
51	services	married	cellular	nov	mon	120	2	4963.6
25	technician	married	cellular	may	tue	127	1	5099.1
32	administrator	married	cellular	may	thu	57	4	5099.1
29	teacher	married	cellular	may	tue	658	1	5099.1
83	housemaid	divorced	cellular	jul	tue	257	1	4991.6
24	teacher	single	cellular	apr	mon	135	1	5008.7
18	student	single	cellular	may	fri	251	1	5099.1
37	administrator	married	cellular	apr	fri	439	2	5099.1
32	teacher	married	telephone	may	fri	926	1	5191
56	teacher	married	cellular	aug	thu	114	2	5228.1
30	services	married	cellular	may	wed	102	2	5099.1
30	services	divorced	telephone	jun	fri	158	2	5228.1
30	student	single	telephone	apr	mon	37	1	5099.1
41	services	divorced	telephone	may	wed	189	3	5191
26	administrator	single	cellular	jun	tue	479	1	5076.2
46	teacher	married	cellular	aug	wed	414	8	5228.1
50	technician	married	telephone	may	fri	245	1	5191
47	teacher	married	telephone	may	wed	191	2	5191
53	administrator	married	cellular	jul	thu	99	6	4991.6
51	technician	married	cellular	may	mon	170	6	5099.1
34	services	married	cellular	may	tue	22	5	5099.1
25	administrator	single	cellular	jul	wed	62	11	5228.1
40	teacher	married	telephone	jun	tue	2456	2	5228.1
40	housemaid	married	telephone	jun	mon	100	7	5228.1
31	teacher	married	telephone	jun	fri	55	12	5228.1
34	administrator	single	cellular	nov	thu	509	2	5017.5
34	technician	married	cellular	jul	thu	114	2	5228.1
58	retired	married	cellular	may	mon	45	1	5099.1
32	services	married	cellular	apr	mon	6	6	5099.1
43	teacher	married	telephone	may	tue	155	1	5191
25	administrator	single	cellular	may	thu	173	6	5099.1
38	teacher	single	cellular	may	fri	455	2	5099.1
30	services	single	cellular	jul	thu	248	5	5228.1
33	administrator	divorced	cellular	aug	tue	271	3	5228.1
51	teacher	married	telephone	may	fri	247	1	5191
42	teacher	married	cellular	may	thu	219	1	5099.1
48	administrator	married	cellular	apr	fri	345	2	5099.1
41	entrepreneur	single	cellular	jul	thu	205	3	5228.1
34	technician	single	cellular	aug	mon	160	1	5228.1
59	teacher	married	telephone	may	thu	668	2	5191
39	teacher	married	cellular	nov	mon	310	1	5195.8
35	administrator	married	cellular	may	thu	165	1	5099.1
32	technician	married	cellular	apr	mon	688	2	5008.7
43	unemployed	single	cellular	nov	thu	87	3	5195.8
27	administrator	single	cellular	may	fri	81	1	5099.1
36	services	single	telephone	may	wed	173	3	5191
28	teacher	single	cellular	jul	thu	302	2	5228.1
42	technician	married	cellular	may	fri	108	1	5099.1
31	management	single	cellular	jul	mon	30	2	5228.1
37	teacher	married	telephone	may	tue	160	6	5191
29	independent	married	cellular	mar	wed	74	1	5099.1
32	technician	single	telephone	may	wed	202	1	5191
78	retired	divorced	cellular	nov	thu	463	1	5017.5
40	teacher	married	cellular	nov	fri	144	1	5195.8
43	teacher	single	telephone	jun	wed	354	21	5228.1
43	administrator	single	cellular	may	thu	304	1	5099.1
26	teacher	married	telephone	aug	tue	11	1	4991.6
40	housemaid	divorced	telephone	may	fri	188	1	5191
31	administrator	married	telephone	may	fri	286	1	5191
33	teacher	single	telephone	jul	thu	124	8	5228.1
35	services	married	telephone	may	mon	88	5	5191
32	administrator	married	telephone	jul	mon	65	1	5228.1
30	teacher	married	telephone	may	fri	371	1	5191
25	student	single	cellular	nov	mon	61	3	5017.5
44	teacher	divorced	telephone	jun	mon	73	3	5228.1
38	entrepreneur	married	telephone	jun	tue	165	2	5228.1
33	administrator	married	cellular	nov	fri	37	2	5195.8
28	independent	single	cellular	mar	fri	114	1	5099.1
59	teacher	divorced	cellular	jul	mon	84	6	5228.1
27	administrator	married	cellular	aug	tue	97	4	5228.1
27	technician	married	cellular	may	mon	275	1	5099.1
61	administrator	married	cellular	apr	tue	196	1	5008.7
57	independent	married	cellular	aug	mon	932	2	5228.1
48	technician	married	cellular	jul	thu	119	5	5228.1
54	independent	married	cellular	aug	thu	204	4	5228.1
60	retired	married	cellular	apr	mon	579	2	5099.1
36	teacher	married	cellular	may	mon	195	1	5099.1
24	administrator	married	cellular	jul	wed	396	2	5228.1
55	teacher	married	cellular	nov	mon	68	2	5195.8
31	independent	single	cellular	nov	mon	412	1	5195.8
39	entrepreneur	divorced	cellular	jul	wed	174	1	5228.1
37	technician	married	telephone	jun	fri	140	5	5228.1
44	services	married	telephone	may	fri	324	3	5191
48	administrator	married	cellular	nov	fri	162	2	5195.8
32	teacher	married	cellular	nov	tue	203	3	5195.8
47	services	married	telephone	may	wed	216	2	5191
31	technician	single	cellular	aug	wed	113	2	5228.1
34	unemployed	married	cellular	may	thu	218	4	5099.1
52	teacher	married	telephone	jun	wed	23	7	5228.1
55	management	married	telephone	jun	tue	22	1	5228.1
36	administrator	single	cellular	aug	wed	87	1	5076.2
53	housemaid	married	cellular	jun	tue	263	2	5076.2
48	teacher	married	cellular	may	mon	236	1	5099.1
40	teacher	single	telephone	jun	mon	128	3	5228.1
40	administrator	single	cellular	may	thu	234	1	5008.7
25	administrator	single	cellular	jul	wed	62	11	5228.1
57	entrepreneur	married	cellular	jun	wed	467	1	5076.2
70	retired	married	cellular	aug	fri	94	4	5076.2
32	administrator	married	cellular	aug	tue	711	3	5228.1
54	management	married	cellular	nov	mon	216	1	5195.8
47	technician	divorced	cellular	aug	wed	125	3	5228.1
46	teacher	married	cellular	aug	tue	143	1	5228.1
33	entrepreneur	married	telephone	may	fri	150	1	5191
46	housemaid	divorced	cellular	jul	tue	518	1	5228.1
49	administrator	divorced	cellular	may	tue	181	4	5099.1
39	administrator	single	cellular	apr	mon	121	2	5099.1
41	management	married	telephone	may	fri	172	4	5191
49	independent	single	telephone	may	fri	827	5	5191
44	services	married	telephone	jun	fri	40	3	5228.1
31	independent	married	cellular	may	wed	168	2	5099.1
52	management	married	telephone	may	wed	27	10	5191
31	teacher	single	cellular	jul	wed	166	1	5228.1
33	entrepreneur	married	cellular	jul	mon	285	2	5228.1
45	technician	single	telephone	jun	wed	83	1	5228.1
26	teacher	married	cellular	jul	tue	250	2	5228.1
35	services	single	cellular	jul	fri	116	1	5228.1
31	administrator	single	cellular	nov	thu	124	1	5195.8
39	administrator	single	cellular	aug	wed	2191	1	5228.1
35	teacher	married	cellular	may	mon	214	2	5099.1
30	teacher	married	cellular	nov	thu	128	2	5195.8
